time,type,thing,fisher,weight,worth,total
1717475150042,epic,Leatherback Turtle,staggerrilla,348,122,124
1717475171552,common,Hermit Crab,bleepbloopinbot,0.9,18,116
1717475193169,common,Black Redeye,stecherdesgrauens,33,24,50
1717475262746,common,Salmon,necroso7,3.5,26,63
1717475425644,junk,Tire,alfiMS,30,10,10
1717475965973,rare,Parrot Fish,madagascaradam,1.93,68,129
1717475988891,rare,Sunfish,necroso7,793,88,151
1717476061430,uncommon,Scrapermouth Mbuna,stecherdesgrauens,0.17,33,83
1717476329921,common,Carp,staggerrilla,6.9,13,137
1717476351431,common,Mackerel,bleepbloopinbot,1.74,17,133
1717476607328,epic,Powderblue Tang,necroso7,0.65,130,281
1717476629715,rare,Green Sea Turtle,crayzeyez,141,62,149
1717476714163,rare,Red-knobbed Starfish,Pochenchou,0.09,60,154
1717476761903,common,Mackerel,alfiMS,1.91,19,29
1717477463017,junk,Strange Vase,necroso7,0.41,8,289
1717477531527,uncommon,Triggerfish,staggerrilla,19.2,86,223
1717477554171,rare,Yellowtang,bleepbloopinbot,0.59,75,208
1717477689919,uncommon,Koi,alfiMS,12,47,76
1717477990402,junk,Nugget,surfeus,0.19,2,2
1717478077113,legendary,Manta Ray,stecherdesgrauens,1,487,570
1717478098751,uncommon,Starfish,necroso7,0.08,25,314
1717478645442,common,Carp,TotalBlank,7.2,14,14
1717478731566,rare,Sailfish,staggerrilla,62,80,303
1717478753409,uncommon,Murex Shellfish,bleepbloopinbot,0.43,34,242
1717478778231,epic,Orange Mandarin Fish,necroso7,0.2,183,497
1717479048764,common,Salmon,alfiMS,3.99,30,106
1717479070315,common,Hermit Crab,surfeus,0.97,19,21
1717479145883,common,Black Spotted Grunt,legolindsay,4.94,20,20
1717479441471,rare,Tuna,sione89,238,114,114
1717479464393,rare,Piranha,necroso7,1.1,88,585
1717479652280,rare,Parrot Fish,crayzeyez,2.17,76,225
1717479796577,common,Carp,stecherdesgrauens,7,13,583
1717479874269,uncommon,Starfish,surfeus,0.11,33,54
1717479931562,rare,Emperor Angelfish,staggerrilla,1.53,71,374
1717479955733,epic,Foureye Butterflyfish,bleepbloopinbot,0.2,151,393
1717480089665,common,Hermit Crab,necroso7,0.95,19,604
1717480327057,uncommon,Triggerfish,crayzeyez,18.2,82,307
1717480807871,junk,Scooter,necroso7,14.7,49,653
1717480829419,common,Black Spotted Grunt,stecherdesgrauens,5,20,603
1717480855322,uncommon,Sea Urchin,ragnar175,0.17,26,26
1717481133593,epic,Loggerhead Turtle,staggerrilla,134,139,513
1717481155836,uncommon,Koi,bleepbloopinbot,14.2,56,449
1717481225481,rare,Green Sea Turtle,alfiMS,137,60,166
1717481336646,rare,Clownfish,sstop1231,0.17,75,75
1717481419661,epic,Powderblue Tang,mrdes1gner,0.71,142,142
1717481441901,junk,Scooter,necroso7,16.1,54,707
1717481604728,uncommon,Scrapermouth Mbuna,wiseshadow1990,0.19,37,37
1717481772654,junk,Scooter,stecherdesgrauens,15.5,52,655
1717482051788,junk,Scooter,necroso7,15.8,53,760
1717482133216,junk,Thong,teegreeen,0.16,2,47
1717482331110,common,Perch,staggerrilla,3.36,34,547
1717482352451,common,Mussel,bleepbloopinbot,0.09,9,458
1717482439590,junk,Thong,alfiMS,0.22,2,168
1717482674937,junk,CB Longneck,necroso7,0.18,2,762
1717482720216,common,Salmon,stecherdesgrauens,4.02,30,685
1717482791702,junk,Nugget,sstop1231,0.22,2,77
1717483331631,rare,Emperor Angelfish,Hyper_Spectrum,1.21,57,57
1717483354495,rare,Piranha,dillmercy,1.07,86,86
1717483375849,junk,Some Keys,necroso7,0.2,10,772
1717483532067,uncommon,Oyster,staggerrilla,0.43,51,598
1717483553559,common,Black Spotted Grunt,bleepbloopinbot,4.33,17,475
1717483812272,rare,Wahoo,alfiMS,15.6,100,268
1717484027873,common,Atlantic Cod,necroso7,40,30,802
1717484728509,junk,Funny Metal Tubes,necroso7,0.2,2,804
1717484750991,rare,Green Sea Turtle,staggerrilla,153,67,665
1717484772933,uncommon,Golden Redeye Rudd,bleepbloopinbot,0.8,40,515
1717484794190,uncommon,Fish Fillet Burger,crayzeyez,1.1,5,312
1717484815925,common,Atlantic Cod,alfiMS,37,28,296
1717485337521,common,Carp,necroso7,8.9,17,821
1717485458402,rare,Rainbow Cichlid,stecherdesgrauens,0.56,73,758
1717485784298,uncommon,Rabbitfish,Chimepa1,1.94,34,34
1717485931392,junk,Can,staggerrilla,0.48,5,670
1717485952584,junk,Nugget,bleepbloopinbot,0.2,2,517
1717486000819,common,Black Spotted Grunt,alfiMS,5.2,21,317
1717486034630,junk,Thong,surfeus,0.21,2,56
1717486060574,rare,Red-knobbed Starfish,necroso7,0.08,59,880
1717486455368,rare,Orange-Spotted Spinefoot,fscktfs,0.09,62,62
1717486661910,junk,Funny Metal Tubes,meneldur,0.2,2,2
1717486683462,common,Hermit Crab,necroso7,0.98,20,900
1717486705147,junk,Bike,surfeus,9.1,27,83
1717486739310,rare,Oreochromis,Chimepa1,2.21,74,108
1717486816638,rare,Piranha,alfiMS,1.06,85,402
1717486976724,uncommon,Butterfly Fish,crayzeyez,0.11,50,362
1717487131260,common,Trout,staggerrilla,1.13,17,687
1717487153307,uncommon,Peacock Bass,bleepbloopinbot,7.3,45,562
1717487289433,junk,Bike,necroso7,10.7,32,932
1717487430083,common,Black Redeye,stecherdesgrauens,45,33,791
1717487711785,junk,Can,mva255,0.5,5,5
1717487732975,junk,CB Longneck,varmintkoss,0.21,2,2
1717487766389,junk,Traffic Cone,meneldur,1.05,8,10
1717487787611,junk,Coffee Cup,surfeus,0.21,2,85
1717487900645,junk,Henry's Shoe,necroso7,1.94,5,937
1717487990036,uncommon,Starfish,fscktfs,0.11,33,95
1717488133878,common,Blue Discus,Fortnitelove202,0.18,18,18
1717488164913,uncommon,Sea Urchin,stecherdesgrauens,0.22,33,824
1717488190781,junk,Traffic Cone,sione89,1.02,8,122
1717488333009,junk,Broken Sword,staggerrilla,0.96,96,783
1717488354443,common,Carp,bleepbloopinbot,7.3,14,576
1717488530161,rare,Yellowtang,Chimepa1,0.61,78,186
1717488570348,junk,Traffic Cone,teegreeen,0.81,6,53
1717488640230,rare,Nimbochromis,Qwenphy,2.74,59,59
1717488729041,epic,Octopus,meneldur,9.4,141,151
1717488768059,epic,Leatherback Turtle,Fortnitelove202,340,119,137
1717488812505,uncommon,Golden Redeye Rudd,varmintkoss,0.74,37,39
1717489024629,common,Carp,fscktfs,7.6,14,109
1717489161600,junk,Trolley,alfiMS,21,11,413
1717489183402,common,Salmon,surfeus,4.42,33,118
1717489213508,common,Black Redeye,teegreeen,41,31,84
1717489418608,common,Blue Discus,ymoxel,0.19,19,19
1717489531737,common,Atlantic Cod,staggerrilla,37,28,811
1717489553834,uncommon,Butterfly Fish,bleepbloopinbot,0.11,48,624
1717489597006,junk,VHS Tape,stecherdesgrauens,0.51,20,844
1717489626065,rare,Sailfish,Chimepa1,57,73,259
1717489686341,junk,Can,meneldur,0.49,5,156
1717489742224,junk,Scooter,richilugn,13.9,46,46
1717489898034,junk,Skateboard,thanossoul,2.75,46,46
1717490114564,common,Black Redeye,necroso7,35,26,963
1717490143854,junk,Thong,teegreeen,0.2,2,86
1717490453591,common,Salmon,Qwenphy,4.28,32,91
1717490513293,common,Blue Discus,alfiMS,0.2,20,433
1717490564024,uncommon,Murex Shellfish,richilugn,0.5,40,86
1717490603811,rare,Tuna,meneldur,254,122,278
1717490625429,common,Salmon,Chimepa1,3.23,24,283
1717490697340,rare,Wahoo,thanossoul,12.4,80,126
1717490731872,junk,Can,staggerrilla,0.52,5,816
1717490755288,rare,Sunfish,bleepbloopinbot,1,113,737
1717490776646,junk,Tire,stecherdesgrauens,33,11,855
1717490851415,legendary,Treasure Chest,necroso7,110,1,2061
1717491247596,junk,Scooter,varmintkoss,14.5,48,87
1717491275209,common,Black Spotted Grunt,Chimepa1,4.16,17,300
1717491350653,junk,Bike,thanossoul,10.6,32,158
1717491372957,rare,Parrot Fish,t0x1nXz,1.65,58,58
1717491412372,uncommon,Peacock Bass,MikaHus,6.6,41,41
1717491433607,junk,Henry's Shoe,athne1,1.97,5,5
1717491455017,common,Trout,necroso7,0.85,13,2074
1717491754313,junk,Branch,sstop1231,0.56,2,79
1717491928144,epic,Orange Mandarin Fish,richilugn,0.18,166,252
1717491949342,junk,Thong,staggerrilla,0.18,2,818
1717491971477,uncommon,Butterfly Fish,bleepbloopinbot,0.11,49,786
1717491992667,junk,CB Longneck,Chimepa1,0.16,2,302
1717492053804,junk,Scooter,thanossoul,16.6,55,213
1717492079506,uncommon,Butterfly Fish,necroso7,0.09,40,2114
1717492174580,junk,Soda Can,teegreeen,0.1,1,87
1717492461215,common,Hermit Crab,athne1,1.03,21,26
1717492503514,legendary,Diamond,alfiMS,0.11,1,1536
1717492566573,junk,VHS Tape,meneldur,0.44,17,321
1717492615599,junk,Skateboard,Chimepa1,3.37,56,358
1717492773133,junk,Can,thanossoul,0.45,4,217
1717492916750,uncommon,Starfish,Hyper_Spectrum,0.09,27,84
1717493132619,uncommon,Murex Shellfish,staggerrilla,0.43,34,852
1717493156457,epic,Lion Fish,bleepbloopinbot,1.11,134,920
1717493277968,junk,Some Keys,Chimepa1,0.19,9,367
1717493346574,common,Trout,meneldur,1.07,16,337
1717493495623,legendary,Singing Fish,sione89,5.1,205,327
1717493517591,uncommon,Peacock Bass,kolyaoleksyuk,6.6,41,41
1717493538952,junk,Trolley,t0x1nXz,21,10,68
1717493609541,junk,Scooter,sirhunterr,14.8,49,49
1717493997764,epic,Swordfish,crayzeyez,209,167,529
1717494019518,common,Perch,thanossoul,2.85,29,246
1717494041346,uncommon,Red Eye Fish,Qwenphy,2.46,34,125
1717494063975,rare,Parrot Fish,MikaHus,2.1,74,115
1717494087827,epic,Leatherback Turtle,meneldur,381,133,470
1717494109331,common,Mackerel,Chimepa1,1.84,18,385
1717494134763,epic,Eagle Ray,mva255,225,214,219
1717494306202,rare,Mahi Mahi,stecherdesgrauens,15.2,81,936
1717494332732,uncommon,Electric Catfish,staggerrilla,23,59,911
1717494354047,junk,Some Keys,bleepbloopinbot,0.17,9,929
1717494646148,junk,Scooter,thanossoul,16.6,55,301
1717494667474,junk,Trolley,Qwenphy,18.9,9,134
1717494730160,junk,CB Longneck,varmintkoss,0.2,2,89
1717494753579,epic,Leatherback Turtle,Chimepa1,326,114,499
1717494846945,common,Salmon,meneldur,3.53,26,496
1717494967696,uncommon,Starfish,necroso7,0.1,29,2143
1717495003999,common,Black Spotted Grunt,sione89,5.6,22,349
1717495081588,common,Carp,fscktfs,7.7,15,124
1717495255421,epic,Pineapple,alfiMS,1.07,5,1541
1717495279291,epic,Foureye Butterflyfish,Qwenphy,0.18,137,271
1717495300613,junk,Tire,athne1,25,8,34
1717495425014,common,Blue Discus,Chimepa1,0.2,20,519
1717495532345,common,Pike,staggerrilla,1.12,11,922
1717495554061,common,Barracuda,bleepbloopinbot,8.7,29,958
1717495627622,rare,Orange-Spotted Spinefoot,meneldur,0.09,65,561
1717495649184,common,Hermit Crab,Hyper_Spectrum,1.03,21,105
1717495695916,junk,Funny Metal Tubes,necroso7,0.22,2,2145
1717496093752,common,Perch,Chimepa1,2.48,25,544
1717496306252,uncommon,Rabbitfish,athne1,2.11,37,71
1717496406603,common,Mussel,meneldur,0.1,10,571
1717496521259,uncommon,Watch,MikaHus,0.18,44,159
1717496610399,junk,Vape,necroso7,0.17,9,2154
1717496731959,junk,Trolley,staggerrilla,19,10,932
1717496753295,common,Pike,bleepbloopinbot,1.02,10,968
1717496775499,uncommon,Electric Catfish,Chimepa1,20,52,596
1717496870320,common,Barracuda,sione89,9.8,33,382
1717496928241,rare,Clownfish,Hyper_Spectrum,0.19,84,189
1717496949440,junk,Nugget,t0x1nXz,0.22,2,70
1717497186624,common,Blue Discus,meneldur,0.17,17,588
1717497207963,junk,Some Keys,kolyaoleksyuk,0.19,10,51
1717497236221,common,Mussel,fscktfs,0.1,10,134
1717497423174,common,Mackerel,Chimepa1,1.84,18,614
1717497465042,common,Salmon,ReioKimura,3.79,28,28
1717497756611,common,Perch,teegreeen,2.62,26,113
1717497846491,uncommon,Murex Shellfish,necroso7,0.41,33,2187
1717497867851,junk,Vape,MikaHus,0.2,10,169
1717497933032,common,Atlantic Cod,staggerrilla,44,33,965
1717497955775,uncommon,Triggerfish,bleepbloopinbot,17.7,80,1048
1717497981430,epic,Old PC,meneldur,22,222,810
1717498094140,junk,Car,Chimepa1,1,278,892
1717498420996,uncommon,Rabbitfish,teegreeen,2.07,36,149
1717498564407,uncommon,Lobster,necroso7,0.93,65,2252
1717498746355,junk,Soda Can,meneldur,0.1,1,811
1717498768423,uncommon,Koi,Chimepa1,11.6,46,938
1717499091437,legendary,Manta Ray,t0x1nXz,1,531,601
1717499117294,junk,CB Longneck,teegreeen,0.17,2,151
1717499138704,common,Trout,staggerrilla,0.9,13,978
1717499161292,rare,Oreochromis,bleepbloopinbot,2.15,72,1120
1717499241698,uncommon,Red Eye Fish,necroso7,2.64,37,2289
1717499423373,uncommon,Watch,Chimepa1,0.2,49,987
1717499467692,rare,Rainbow Cichlid,meneldur,0.5,65,876
1717499771585,rare,Oreochromis,teegreeen,2.15,72,223
1717500016052,common,Mussel,necroso7,0.09,9,2298
1717500087917,rare,Clownfish,Chimepa1,0.21,96,1083
1717500116588,uncommon,Butterfly Fish,JohnnyQuizz,0.1,43,43
1717500153447,rare,Jellyfish Plushie,meneldur,0.54,97,973
1717500310544,junk,Soda Can,thanossoul,0.09,1,302
1717500357510,uncommon,Streaked Spinefoot,staggerrilla,0.18,36,1014
1717500380026,rare,Mahi Mahi,bleepbloopinbot,12.7,68,1188
1717500408642,uncommon,Murex Shellfish,teegreeen,0.55,44,267
1717500459887,common,Salmon,MikaHus,3.97,30,199
1717500622379,uncommon,Oyster,necroso7,0.5,60,2358
1717500717702,junk,Bike,JohnnyQuizz,10.6,32,75
1717500758923,epic,Shrimp Toy,Chimepa1,0.83,83,1166
1717501261535,uncommon,Peacock Bass,thanossoul,9,56,358
1717501285482,epic,Loggerhead Turtle,necroso7,135,140,2498
1717501332313,common,Mackerel,JohnnyQuizz,2.15,21,96
1717501392473,epic,Leatherback Turtle,athne1,392,137,208
1717501427081,junk,Tire,Chimepa1,27,9,1175
1717501464334,uncommon,Watch,teegreeen,0.2,49,316
1717501533803,rare,Green Sea Turtle,staggerrilla,172,75,1089
1717501556910,epic,Orange Discus,bleepbloopinbot,0.26,97,1285
1717501658785,common,Atlantic Cod,grikhorior_in_da_games,43,32,32
1717501757880,common,Salmon,MikaHus,4.26,32,231
1717501930985,junk,Scooter,necroso7,13.6,45,2543
1717502089024,common,Perch,Chimepa1,3.19,32,1207
1717502212458,junk,Coffee Cup,surfeus,0.18,2,120
1717502373028,common,Mussel,fscktfs,0.1,10,144
1717502620754,common,Blue Discus,necroso7,0.19,19,2562
1717502724716,junk,Henry's Shoe,thanossoul,1.83,5,363
1717502746122,common,Trout,staggerrilla,0.89,13,1102
1717502770959,epic,Eagle Ray,bleepbloopinbot,193,184,1469
1717502794406,rare,Tuna,Chimepa1,242,116,1323
1717502820157,epic,Lion Fish,JohnnyQuizz,0.85,102,198
1717502966900,uncommon,Golden Redeye Rudd,MikaHus,0.66,33,264
1717503419400,common,Trout,alfiMS,0.98,15,1556
1717503447983,uncommon,Sea Urchin,JohnnyQuizz,0.2,30,228
1717503525809,common,Pike,thanossoul,0.92,9,372
1717503586211,junk,Car,necroso7,1,262,2824
1717503654546,epic,Swordfish,stecherdesgrauens,254,203,1139
1717503711764,uncommon,Watch,surfeus,0.22,56,176
1717503903868,legendary,Great White Shark,ymoxel,918,367,386
1717503936692,epic,Swordfish,staggerrilla,258,206,1308
1717503958962,rare,Rainbow Cichlid,bleepbloopinbot,0.43,56,1525
1717503990888,common,Blue Discus,fscktfs,0.17,17,161
1717504061866,common,Salmon,JohnnyQuizz,3.75,28,256
1717504106359,rare,Jellyfish Plushie,ReioKimura,0.46,82,110
1717504208145,common,Trout,necroso7,0.99,15,2839
1717504307337,rare,Orange-Spotted Spinefoot,alfiMS,0.09,61,1617
1717504411736,common,Hermit Crab,Chimepa1,0.95,19,1342
1717504550709,rare,Wahoo,taylor047,12.6,81,81
1717504573272,rare,Rainbow Cichlid,thanossoul,0.54,70,442
1717504595035,common,Perch,surfeus,3.14,31,207
1717504618133,rare,Wahoo,madagascaradam,15.1,97,226
1717504651481,common,Salmon,ymoxel,4.45,33,419
1717504816296,junk,Trolley,necroso7,18.6,9,2848
1717504837933,common,Atlantic Cod,JohnnyQuizz,33,24,280
1717505070451,common,Perch,Chimepa1,2.98,30,1372
1717505135008,rare,Tuna,staggerrilla,247,118,1426
1717505159625,epic,Powderblue Tang,bleepbloopinbot,0.87,173,1698
1717505182391,rare,Big Mamma Pickle,taylor047,0.4,81,162
1717505204402,uncommon,Butterfly Fish,teegreeen,0.1,43,359
1717505245638,common,Perch,thanossoul,2.5,25,467
1717505792450,common,Salmon,taylor047,4.03,30,192
1717505819482,junk,Vape,fscktfs,0.17,9,170
1717505848067,junk,Bike,JohnnyQuizz,10.8,32,312
1717505882594,common,Salmon,thanossoul,3.99,30,497
1717506001893,common,Pike,surfeus,0.92,9,216
1717506333268,common,Salmon,staggerrilla,3.26,24,1450
1717506355770,rare,Nimbochromis,bleepbloopinbot,3.12,68,1766
1717506509517,junk,Skateboard,JohnnyQuizz,2.83,47,359
1717506531266,uncommon,Red Eye Fish,Chimepa1,2.21,31,1403
1717506556564,epic,Old PC,thanossoul,21,207,704
1717506577764,epic,Sponge,taylor047,0.1,2,194
1717506791683,common,Carp,thedave19,7.2,14,14
1717506853845,legendary,Manta Ray,sstop1231,1,418,497
1717506896193,junk,CB Longneck,mva255,0.19,2,221
1717507191270,junk,CB Longneck,taylor047,0.18,2,196
1717507212762,common,Black Spotted Grunt,andrearghos,4.3,17,17
1717507389589,junk,Trolley,madagascaradam,18.4,9,235
1717507534123,uncommon,Rabbitfish,staggerrilla,2.04,36,1486
1717507559753,epic,Swordfish,bleepbloopinbot,280,224,1990
1717507582089,uncommon,Lobster,JohnnyQuizz,0.85,59,418
1717507603685,common,Hermit Crab,fscktfs,1.11,22,192
1717507894249,common,Trout,taylor047,0.98,15,211
1717507926012,rare,Wahoo,andrearghos,13.7,88,105
1717507959797,uncommon,Butterfly Fish,MikaHus,0.11,50,314
1717508035525,legendary,Whale Shark,teegreeen,13,627,986
1717508414435,uncommon,Triggerfish,JohnnyQuizz,20,92,510
1717508526513,common,Pike,meneldur,0.86,9,982
1717508548894,uncommon,Lobster,andrearghos,0.88,61,166
1717508714741,junk,Henry's Shoe,taylor047,1.93,5,216
1717508739682,epic,Yellow Mandarin Fish,staggerrilla,0.21,190,1676
1717508761099,common,Trout,bleepbloopinbot,0.88,13,2003
1717508800562,common,Trout,yasosus_bibus,0.88,13,13
1717508997560,rare,Nimbochromis,zoskyb,3.31,72,72
1717509218676,rare,Marlin,necroso7,279,93,2941
1717509276042,common,Mackerel,MikaHus,1.93,19,333
1717509366601,junk,Trolley,meneldur,21,11,993
1717509388432,uncommon,Red Eye Fish,fscktfs,2.34,33,225
1717509436396,rare,Oreochromis,JohnnyQuizz,2.56,85,595
1717509457596,junk,Thong,sstop1231,0.22,2,499
1717509478844,epic,Pineapple,Chimepa1,0.93,5,1408
1717509903550,common,Blue Discus,thanossoul,0.19,19,723
1717509924879,junk,Vape,mva255,0.17,9,230
1717509946833,uncommon,Red Eye Fish,staggerrilla,2.76,39,1715
1717509976034,legendary,Manta Ray,bleepbloopinbot,1,402,2405
1717509997584,common,Black Spotted Grunt,taylor047,4.73,19,235
1717510206416,junk,Can,meneldur,0.45,5,998
1717510229235,rare,Orangespined Unicornfish,sione89,1.12,84,466
1717510520416,uncommon,Lobster,thanossoul,1.12,79,802
1717510543507,rare,Clownfish,MikaHus,0.22,97,430
1717510595944,junk,Mug,JohnnyQuizz,0.4,8,603
1717510751294,rare,Rubber Ducky,necroso7,0.09,90,3031
1717510851623,common,Perch,fscktfs,3.32,33,258
1717511135341,rare,Big Mamma Pickle,staggerrilla,0.53,105,1820
1717511158867,rare,Tuna,bleepbloopinbot,248,119,2524
1717511180048,junk,Coffee Cup,Chimepa1,0.21,2,1410
1717511201688,common,Black Redeye,thanossoul,33,25,827
1717511223138,common,Trout,andrearghos,1.02,15,181
1717511278887,junk,Tire,JohnnyQuizz,32,11,614
1717511555668,rare,Arapaima,t0x1nXz,88,88,689
1717511578387,rare,Red Discus,taylor047,0.35,78,313
1717511769794,uncommon,Watch,MikaHus,0.18,45,475
1717511835307,rare,Piranha,fscktfs,0.83,66,324
1717512128659,uncommon,Frontosa Cichlid,Chimepa1,0.43,30,1440
1717512149887,junk,Can,JohnnyQuizz,0.53,5,619
1717512171228,junk,Vape,andrearghos,0.19,9,190
1717512333871,junk,Nugget,staggerrilla,0.23,2,1822
1717512356502,rare,Clownfish,bleepbloopinbot,0.16,74,2598
1717512477871,common,Carp,thanossoul,7.6,14,841
1717512985539,uncommon,Golden Redeye Rudd,necroso7,0.9,45,3076
1717513008845,epic,Shrimp Toy,andrearghos,1.08,108,298
1717513031578,rare,Sailfish,R0gueKiLLaZA,61,79,79
1717513054505,rare,Marlin,fscktfs,267,89,413
1717513075868,junk,Tire,MikaHus,30,10,485
1717513097754,uncommon,Butterfly Fish,taylor047,0.08,37,350
1717513165261,common,Mussel,Ura3535,0.09,9,9
1717513218519,rare,Marlin,alfiMS,317,106,1723
1717513533914,common,Mackerel,staggerrilla,2.15,21,1843
1717513556166,junk,Scooter,bleepbloopinbot,16.6,55,2653
1717513796824,junk,Henry's Shoe,andrearghos,1.76,4,4
1717513818417,common,Hermit Crab,Chimepa1,1.1,22,22
1717513853640,uncommon,Electric Catfish,necroso7,25,65,65
1717514015262,rare,Red Discus,legolindsay,0.41,92,92
1717514168774,rare,Oreochromis,stecherdesgrauens,2.02,67,67
1717514239993,junk,Thong,fscktfs,0.18,2,2
1717514379088,rare,Wahoo,JohnnyQuizz,11.7,75,75
1717514400286,junk,Thong,andrearghos,0.2,2,6
1717514422038,common,Barracuda,grikhorior_in_da_games,9.3,31,31
1717514566807,junk,Can,Chimepa1,0.55,6,28
1717514735421,rare,Nimbochromis,staggerrilla,2.93,63,63
1717514757743,uncommon,Lobster,bleepbloopinbot,0.84,59,59
1717514778984,junk,Fish Cracker,sione89,0.46,5,5
1717514990104,rare,Rubber Ducky,meneldur,0.08,80,80
1717515030667,junk,Some Keys,JohnnyQuizz,0.18,9,84
1717515148944,legendary,Diamond,alfiMS,0.09,922,922
1717515170570,uncommon,Sea Urchin,thanossoul,0.17,25,25
1717515191823,junk,Can,Aspio9,0.55,6,6
1717515213148,junk,Trolley,andrearghos,17.3,9,15
1717515500010,uncommon,Electric Catfish,fscktfs,21,55,57
1717515668235,uncommon,Koi,sione89,12.5,49,54
1717515779481,epic,Shrimp Toy,BeepsBPS,0.91,91,91
1717515858599,junk,Traffic Cone,andrearghos,0.95,8,23
1717515934538,uncommon,Streaked Spinefoot,staggerrilla,0.18,36,99
1717515956493,uncommon,Watch,bleepbloopinbot,0.16,41,100
1717515978916,uncommon,Lobster,JohnnyQuizz,0.91,63,147
1717516087866,uncommon,Electric Catfish,alfiMS,22,56,978
1717516148515,uncommon,Starfish,WolfReborn,0.11,33,33
1717516180640,junk,Thong,thanossoul,0.18,2,27
1717516412346,junk,Bike,fscktfs,10.3,31,88
1717516678737,rare,Marlin,andrearghos,268,89,112
1717516861056,legendary,Tiger Shark,JohnnyQuizz,494,296,443
1717517051693,rare,Wahoo,sione89,12.3,79,133
1717517093348,rare,Red Discus,thanossoul,0.34,77,104
1717517114675,junk,Some Keys,stecherdesgrauens,0.18,9,76
1717517135863,junk,CB Longneck,staggerrilla,0.19,2,101
1717517157106,epic,Pineapple,bleepbloopinbot,0.94,5,105
1717517401163,uncommon,Sea Urchin,legolindsay,0.22,33,125
1717517426142,common,Perch,Chimepa1,2.69,27,55
1717517467265,common,Barracuda,Aspio9,9.4,31,37
1717517490819,epic,Lion Fish,andrearghos,1,120,232
1717517512396,common,Black Spotted Grunt,sasha5889,5.4,22,22
1717517622158,common,Pike,R0gueKiLLaZA,1.06,11,11
1717517693781,uncommon,Streaked Spinefoot,sstop1231,0.17,33,33
1717517715479,common,Atlantic Cod,mrdes1gner,36,27,27
1717517752488,epic,Orange Mandarin Fish,JohnnyQuizz,0.19,175,618
1717517773680,junk,Nugget,thanossoul,0.21,2,106
1717517933787,legendary,Great White Shark,varmintkoss,991,396,396
1717518099246,uncommon,Starfish,Chimepa1,0.11,33,88
1717518200053,rare,Jellyfish Plushie,andrearghos,0.42,75,307
1717518335615,rare,Red-knobbed Starfish,staggerrilla,0.09,61,162
1717518357197,common,Hermit Crab,bleepbloopinbot,1.12,22,127
1717518415498,junk,Mug,thanossoul,0.52,10,116
1717518523333,junk,Can,Aspio9,0.51,5,42
1717518610151,rare,Oreochromis,JohnnyQuizz,2.62,87,705
1717518655930,junk,Trolley,t0x1nXz,18.1,9,9
1717518677127,junk,Branch,athne1,0.44,2,2
1717518763980,epic,Shrimp Toy,sasha5889,0.97,97,119
1717518785637,common,Perch,Chimepa1,2.52,25,113
1717518882558,uncommon,Butterfly Fish,andrearghos,0.1,45,352
1717518905415,rare,Jellyfish Plushie,aura2025,0.47,85,85
1717519115040,epic,Pineapple,thanossoul,1.01,5,121
1717519335491,rare,Nimbochromis,Aspio9,3.34,72,114
1717519361172,junk,Strange Vase,sione89,0.42,8,141
1717519419162,common,Hermit Crab,surfeus,0.97,19,19
1717519448994,rare,Yellowtang,Chimepa1,0.77,99,212
1717519528857,common,Barracuda,andrearghos,8.9,30,382
1717519554228,epic,Eagle Ray,staggerrilla,223,212,374
1717519577276,rare,Tuna,bleepbloopinbot,200,95,222
1717519598623,common,Mussel,athne1,0.11,11,13
1717519620490,uncommon,Murex Shellfish,JohnnyQuizz,0.45,36,741
1717519805295,junk,Coffee Cup,fscktfs,0.18,2,90
1717519890895,common,Pike,sstop1231,1.1,11,44
1717520119906,junk,Strange Vase,Chimepa1,0.43,9,221
1717520256916,common,Blue Discus,andrearghos,0.17,17,399
1717520310334,common,Hermit Crab,Aspio9,0.85,17,131
1717520332060,common,Barracuda,JohnnyQuizz,8.8,29,770
1717520353891,common,Black Redeye,t0x1nXz,45,34,43
1717520416577,rare,Big Mamma Pickle,fscktfs,0.5,101,191
1717520463514,rare,Rubber Ducky,stecherdesgrauens,0.09,87,163
1717520487067,epic,Lion Fish,athne1,1.01,121,134
1717520735112,common,Atlantic Cod,staggerrilla,34,25,399
1717520756427,junk,Traffic Cone,bleepbloopinbot,1,8,230
1717520779850,epic,Pineapple,Chimepa1,1.05,5,226
1717520801371,common,Blue Discus,alfiMS,0.19,19,997
1717520951993,rare,Red Discus,JohnnyQuizz,0.41,93,863
1717521168530,uncommon,Frontosa Cichlid,andrearghos,0.45,32,431
1717521231413,uncommon,Rabbitfish,zoskyb,1.64,29,29
1717521384301,common,Mussel,mva255,0.11,11,11
1717521408321,common,Mackerel,fscktfs,2.02,20,211
1717521430786,rare,Nimbochromis,sasha5889,3.05,66,185
1717521452383,common,Blue Discus,Chimepa1,0.22,22,248
1717521619803,rare,Sunfish,sione89,916,102,243
1717521649369,common,Atlantic Cod,varmintkoss,33,24,420
1717521763558,common,Carp,JohnnyQuizz,8.1,15,878
1717521789689,uncommon,Lobster,andrearghos,0.87,61,492
1717521934927,common,Mussel,staggerrilla,0.1,10,409
1717521956419,common,Mackerel,bleepbloopinbot,1.7,17,247
1717522160723,legendary,Manta Ray,puninupp,1,461,461
1717522193053,legendary,Golden Crown,stecherdesgrauens,1.12,558,721
